239,6,220101737,1,2023-01-27 10:24:59
240,8,220101737,1,2023-01-27 10:25:16
241,5,111001435,1,2023-01-28 12:52:2
242,3,100400356,1,2023-01-28 13:27:17
243,10,221001835,1,2023-01-30 18:40:34
244,10,220100122,1,2023-01-30 21:19:9
245,10,161000463,1,2023-01-31 13:57:26
246,5,160500245,1,2023-02-03 16:17:41
247,10,191001034,1,2023-02-09 14:29:7
248,10,191001034,1,2023-02-09 15:18:9
249,5,NK9041,1,2023-02-10 12:39:24
250,5,NK9041,1,2023-02-10 12:39:36
251,5,NK9041,1,2023-02-10 12:41:33
252,10,NK9512,1,2023-02-13 11:26:51
253,10,NK9512,1,2023-02-13 11:27:42
254,9,121101816,1,2023-02-13 19:21:14
255,10,160200082,1,2023-02-14 13:40:58
256,9,160200082,1,2023-02-14 13:41:8
257,7,211001015,1,2023-02-14 16:33:30
258,9,190900944,1,2023-02-14 20:23:7
259,10,220500823,1,2023-02-15 21:54:55
260,5,130300668,1,2023-02-15 22:40:57
261,11,170300124,1,2023-02-21 11:20:54
